node	Degree Centrality	In-Degree Centrality	Out-Degree Centrality	Betweenness centrality	Eigenvector centrality
827	31.0	22.0	9.0	0.0030267797045025976	8.991702401417075e-06
828	31.0	7.0	24.0	0.0022841772159668716	0.0002726925474666816
829	31.0	19.0	12.0	0.0010154908302745839	0.00026659584315011
830	27.0	12.0	15.0	0.004109285024505715	0.0006645844566296298
831	11.0	3.0	8.0	0.0007068359128087909	1.492158436963033e-07
832	34.0	15.0	19.0	0.00138769691621527	0.0003701526027640398
833	34.0	16.0	18.0	0.005055662147161849	0.00012099191697656283
834	40.0	21.0	19.0	0.0022595625889104626	7.600161611425229e-05
835	110.0	76.0	34.0	0.006095495326158107	0.009264621855008263
836	79.0	48.0	31.0	0.009667396840986582	0.0017677921753435674
837	22.0	0	22.0	0.0	3.7757856497573076e-111
838	26.0	20.0	6.0	0.0026917797319399705	0.000404250531420129
839	15.0	8.0	7.0	0.0019665788981337307	8.647216605244314e-07
840	36.0	31.0	5.0	0.0006107196885102326	0.0003969494791707478
841	23.0	7.0	16.0	0.00044546904914178487	2.4914229240799834e-05
842	27.0	15.0	12.0	0.002263182078860394	3.0055925957449235e-06
843	37.0	37.0	0	0.0	0.005301905584168795
844	15.0	15.0	0	0.0	0.00047536139123791044
845	22.0	14.0	8.0	0.005671667782428523	0.00022908027237477342
846	23.0	9.0	14.0	0.0003919402871647243	3.289048070937704e-05
847	46.0	28.0	18.0	0.0009378741254078462	8.049989753131365e-05
848	50.0	27.0	23.0	0.003710937629999345	0.0001782183948818991
849	31.0	14.0	17.0	0.0026399463925497074	9.576819560096944e-05
850	19.0	0	19.0	0.0	3.7757856497573076e-111
851	73.0	30.0	43.0	0.009655406487049946	0.0011219949904431126
852	44.0	16.0	28.0	0.0016765865712798627	5.456069014420038e-06
853	1.0	0	1.0	0.0	3.7757856497573076e-111
854	49.0	20.0	29.0	0.001646598483832947	0.011873178112309214
855	7.0	7.0	0	0.0	2.8373696361811204e-07
856	35.0	13.0	22.0	0.002609410666967337	1.9324895681326034e-06
857	35.0	17.0	18.0	0.0010021578199774929	0.015040414057673134
858	18.0	11.0	7.0	0.000522966686162732	0.00036409132922500526
859	36.0	15.0	21.0	0.003792442158874282	0.0003825470308316427
860	15.0	15.0	0	0.0	0.0007241392595621568
861	28.0	9.0	19.0	0.0030522265738931425	5.852862835511392e-07
862	21.0	17.0	4.0	0.00047227225660176846	5.589312270623329e-07
863	5.0	0	5.0	0.0	3.7757856497573076e-111
864	37.0	27.0	10.0	0.0007658780337322312	0.006562239270162699
865	20.0	10.0	10.0	9.240700205904544e-06	0.0010744692700338327
866	37.0	12.0	25.0	0.00040881686008979365	3.458995745944609e-06
867	29.0	29.0	0	0.0	1.2703560304593999e-05
868	16.0	11.0	5.0	3.4477906650601826e-05	4.69871364048597e-05
869	39.0	19.0	20.0	0.0018366474056307092	2.2980327711015504e-05
870	6.0	6.0	0	0.0	3.667054410995857e-06
871	19.0	6.0	13.0	0.00013314891277079266	6.012803109945434e-06
872	35.0	14.0	21.0	0.0008436345138962012	3.228966405637518e-05
873	15.0	15.0	0	0.0	1.102081524422382e-05
874	26.0	19.0	7.0	0.002265441779498982	1.4269022430281333e-05
875	15.0	7.0	8.0	7.630695856304368e-05	7.96167028169268e-05
876	65.0	36.0	29.0	0.0067544678138387665	0.1104442408696345
877	60.0	40.0	20.0	0.009605060756180221	0.0002414455730805198
878	72.0	44.0	28.0	0.008753500465244672	0.00010686809648847228
879	57.0	25.0	32.0	0.002254033452858224	5.4707968278863376e-05
880	25.0	13.0	12.0	0.0008958612948638582	7.787467981478116e-05
881	17.0	9.0	8.0	0.0007794465912894727	1.3640286194539752e-05
882	23.0	15.0	8.0	0.001247007902688231	4.3605855436750956e-05
883	21.0	6.0	15.0	0.000811517256709965	2.905431123981815e-07
884	16.0	11.0	5.0	0.0009421295066791366	2.016296023653093e-05
885	14.0	7.0	7.0	0.0005808310707854202	5.459813233154818e-07
886	29.0	15.0	14.0	0.002883724864648332	2.1219616059686137e-06
887	30.0	5.0	25.0	0.0003378679545873165	8.676630643818579e-53
888	17.0	5.0	12.0	0.0	8.676630643818579e-53
889	50.0	24.0	26.0	0.007587727894562631	0.0032530334451629445
890	30.0	12.0	18.0	0.0032879446705180444	0.0008925030634659578
891	51.0	31.0	20.0	0.004555836037985335	0.0001378445753490943
892	15.0	1.0	14.0	0.0003601284648872546	4.24267284283743e-05
893	7.0	7.0	0	0.0	1.1826580624191e-05
894	23.0	22.0	1.0	0.00013154408528405292	0.0009202462032394203
895	36.0	24.0	12.0	0.005048023686011259	0.0011690344790985757
896	10.0	6.0	4.0	0.0001926621282145342	2.797347973948147e-06
897	14.0	10.0	4.0	3.7273412595245215e-06	9.038180771107831e-07
898	18.0	12.0	6.0	0.0010367703250624668	1.3654890599404578e-06
899	59.0	32.0	27.0	0.0025190433488753113	0.007400623797853723
900	43.0	24.0	19.0	0.002851584311579224	8.01875404972703e-06
901	51.0	24.0	27.0	0.014163156494804138	6.486492218757697e-05
902	11.0	11.0	0	0.0	2.912906830369908e-07
903	14.0	14.0	0	0.0	0.000354036097454555
904	34.0	25.0	9.0	0.0021174533893387063	6.29703694491643e-05
905	27.0	16.0	11.0	0.001751151515490364	1.4373494012817854e-05
906	30.0	10.0	20.0	0.002038860845822774	4.5178431391197226e-05
907	43.0	33.0	10.0	0.003932086185655347	0.0003230870764502587
908	38.0	15.0	23.0	0.0034696706759398776	0.00015082965314784094
909	71.0	38.0	33.0	0.008121857499414815	0.0010542202318089753
910	36.0	24.0	12.0	0.007603451321285532	7.604553406855297e-05
911	37.0	19.0	18.0	0.0033193009288637956	0.0002920411827712951
912	7.0	6.0	1.0	2.6402000588298697e-06	4.0390263115847514e-05
913	33.0	16.0	17.0	0.005278691752915791	3.3596650673303874e-05
914	9.0	2.0	7.0	7.454682519049043e-06	7.070370868939584e-07
915	50.0	22.0	28.0	0.002430906149348382	2.38427450568094e-05
916	9.0	9.0	0	0.0	0.002285510584277876
917	39.0	13.0	26.0	0.005407373772589852	0.00028178357290892144
918	30.0	15.0	15.0	0.0035348229741423254	9.105722513403662e-05
919	26.0	11.0	15.0	0.0007828193174430564	6.72860724291859e-07
920	14.0	8.0	6.0	9.085394320091021e-06	5.897222392429837e-07
921	43.0	17.0	26.0	0.002333346689639512	7.740741327845609e-06
922	52.0	24.0	28.0	0.0074400061128396715	0.0006461988544660202
923	39.0	29.0	10.0	0.0007696959700918143	0.0010409725716388023
924	38.0	14.0	24.0	0.00012456826257959552	0.000797247847990626
925	113.0	63.0	50.0	0.011981247095317714	0.006074394600306586
926	50.0	18.0	32.0	0.002225385803116244	0.004044041065359368
927	73.0	41.0	32.0	0.008502740993578724	0.009134556821781062
928	18.0	18.0	0	0.0	0.005424618980498317
929	44.0	14.0	30.0	0.008481640100559521	0.0008490429100287707
930	76.0	42.0	34.0	0.007159124016921752	0.0017247546191667608
931	93.0	64.0	29.0	0.009587579229852313	0.011186979612361479
932	29.0	17.0	12.0	0.0007810074154418987	0.005029298735788971
933	54.0	27.0	27.0	0.005633218852188042	0.00012128365474732302
934	18.0	6.0	12.0	0.0009675970835211239	3.4776908708685957e-06
935	33.0	11.0	22.0	0.0017380954673563078	1.736166216851613e-05
936	53.0	29.0	24.0	0.0015042391924815742	0.00010065938505999478
937	29.0	5.0	24.0	0.0014187451512208233	4.090015990788074e-07
938	70.0	31.0	39.0	0.0009040045001433469	0.2438568899600144
939	51.0	9.0	42.0	0.00044788405566618516	0.03174568366581571
940	58.0	33.0	25.0	0.000924755954919464	0.14364250865959696
941	34.0	14.0	20.0	0.00011735948104641794	0.07479593817091677
942	24.0	24.0	0	0.0	0.10295140560652963
943	10.0	10.0	0	0.0	0.0019329745818935482
944	10.0	10.0	0	0.0	0.012706581067406797
945	21.0	9.0	12.0	0.0006143900842782921	1.130937582175633e-05
946	15.0	15.0	0	0.0	0.0010914002568202408
947	17.0	17.0	0	0.0	0.04710228357012603
948	37.0	13.0	24.0	0.003359240425832173	0.00042474185876837517
949	18.0	18.0	0	0.0	9.665895767891911e-05
950	52.0	19.0	33.0	0.011797633014055498	0.00010802727497690138
951	50.0	21.0	29.0	0.004720082365958855	0.001745159245100783
952	42.0	25.0	17.0	0.0045202202692038685	0.0002626313028466043
953	44.0	21.0	23.0	0.005247622810458793	0.0001432401643874677
954	29.0	15.0	14.0	0.00307172781628846	3.389625948515348e-05
955	17.0	8.0	9.0	0.004103696601047859	0.00021746578229543098
956	36.0	7.0	29.0	0.0007519134461661655	1.404154083660674e-06
957	29.0	17.0	12.0	0.0022763028377802063	1.745612681760326e-05
958	15.0	1.0	14.0	1.1182023778573564e-05	1.551905967983166e-08
959	40.0	10.0	30.0	0.0038711545097878416	3.0453580123825112e-05
960	21.0	11.0	10.0	0.000651547017459177	7.040072707828402e-07
961	22.0	11.0	11.0	1.7963714125764013e-05	9.973769011153763e-06
962	22.0	9.0	13.0	0.0012072366537628182	0.00011865520400670287
963	67.0	34.0	33.0	0.013822691603940463	0.0003214684820906841
964	44.0	18.0	26.0	0.0031689907157106084	0.0003471044303345094
965	20.0	5.0	15.0	0.0016149663726519172	0.00010340163395732566
966	31.0	31.0	0	0.0	0.01778690132424909
967	55.0	15.0	40.0	0.007229733591389585	3.458158180583459e-05
968	21.0	14.0	7.0	0.000799457754676545	0.00039977842093419814
969	15.0	9.0	6.0	0.00040620254434526617	1.7432027663700322e-05
970	21.0	10.0	11.0	0.0008574179112621513	6.945997425536559e-06
971	12.0	12.0	0	0.0	1.6284408260726646e-05
972	29.0	18.0	11.0	0.0014178081390430817	0.030827506662672664
973	70.0	28.0	42.0	0.00984544579467382	0.0028836241180653136
974	18.0	3.0	15.0	9.887808063460884e-05	0.001117666914223647
975	29.0	3.0	26.0	0.00037642264074052336	3.5309560843888346e-07
976	35.0	15.0	20.0	0.0010280654301626187	2.832754571406909e-05
977	30.0	17.0	13.0	0.0028197983736160583	4.91624922467875e-05
978	32.0	15.0	17.0	0.0011499572546433611	0.00015758848707805647
979	72.0	36.0	36.0	0.006844990437816611	2.5539755430022475e-05
980	33.0	18.0	15.0	0.0012455040240272697	7.503900000528132e-05
981	36.0	21.0	15.0	0.0020867468272819396	0.000591658374618441
982	29.0	15.0	14.0	0.0018439312516753622	2.546957242455581e-05
983	14.0	10.0	4.0	0.0002914185525719224	5.176957167663545e-05
984	20.0	6.0	14.0	0.0006598170558787471	9.752627746332527e-07
985	35.0	15.0	20.0	0.005656481085451472	0.0005394624933914378
986	39.0	12.0	27.0	0.01027781775055458	0.0034529039600494724
987	63.0	35.0	28.0	0.00476952695291494	0.0036435992972283287
988	10.0	10.0	0	0.0	0.00019163407427879832
989	33.0	15.0	18.0	0.0012065326004137968	0.00012169264857328316
990	14.0	6.0	8.0	0.00016594433899174798	5.405359645107579e-06
991	65.0	26.0	39.0	0.008970870773823003	0.00014696319271905465
992	68.0	27.0	41.0	0.004096061714397805	0.00022406741850001778
993	16.0	8.0	8.0	0.0010817883244969462	0.00011617520887337837
994	23.0	5.0	18.0	0.0013077273271784574	9.295972206813173e-05
995	28.0	9.0	19.0	0.005336108338901049	0.00013083095677497033
996	38.0	15.0	23.0	0.002516460464083865	0.00038611601416787286
997	32.0	22.0	10.0	0.0021519390612836004	0.0009191061054088755
998	41.0	22.0	19.0	0.0042874493482795584	0.00021921071711929037
999	53.0	26.0	27.0	0.0031705178902544403	0.00023846571395611462
1000	22.0	22.0	0	0.0	0.0003634992603106946
1001	18.0	6.0	12.0	0.0005346922805416529	0.0002461371934816221
1002	11.0	0	11.0	0.0	3.7757856497573076e-111
1003	8.0	8.0	0	0.0	3.044459885924169e-11
1004	32.0	9.0	23.0	0.0010095788528879492	6.0272695536553e-05
1005	21.0	5.0	16.0	0.0021191876383969575	1.382047728931343e-06
1006	15.0	4.0	11.0	0.0008820338941635946	0.00013458820997246579
1007	25.0	9.0	16.0	0.001185617334905739	1.2865726565317659e-05
1008	25.0	16.0	9.0	0.0006826858475647881	5.708861932069212e-05
1009	22.0	13.0	9.0	0.0009665066143371617	5.460453979587281e-05
1010	5.0	5.0	0	0.0	2.3335439858622367e-06
1011	47.0	47.0	0	0.0	0.0010369054246200818
1012	63.0	34.0	29.0	0.013727057937215693	0.014621357067161892
1013	21.0	13.0	8.0	0.0	0.006680891283429654
1014	71.0	31.0	40.0	0.00792018417858119	0.002813092652611817
1015	35.0	24.0	11.0	0.003956829001696873	0.006694469272623419
1016	68.0	31.0	37.0	0.010979101108169617	0.020966962413610356
1017	56.0	31.0	25.0	0.0038061589965748847	0.009312890452613623
1018	54.0	25.0	29.0	0.008699692152673143	0.003896043128230953
1019	28.0	21.0	7.0	0.00045111182965967605	0.0003073636023473846
1020	56.0	27.0	29.0	0.004629212892169362	0.0016745809000548984
1021	20.0	13.0	7.0	0.0009652571415081999	0.00014320861517107681
1022	74.0	43.0	31.0	0.0037387200040917895	0.17838720961121915
1023	36.0	17.0	19.0	0.0004704723106886454	0.10089047918840999
1024	49.0	24.0	25.0	0.003456285897014177	0.0002724520128421451
1025	37.0	21.0	16.0	0.008533538520511462	7.844883970660781e-05
1026	31.0	12.0	19.0	0.005986739421409843	0.0031174637018202738
1027	17.0	13.0	4.0	4.387391274231989e-05	0.00020848942751413048
1028	68.0	35.0	33.0	0.008860293969192905	0.0006824697303237122
1029	2.0	0	2.0	0.0	3.7757856497573076e-111
1030	8.0	8.0	0	0.0	5.468499735663458e-05
1031	52.0	17.0	35.0	0.004704049621680038	0.00017296206271306898
1032	51.0	30.0	21.0	0.002329710683031886	0.0006893310301424357
1033	59.0	30.0	29.0	0.008407801396253162	0.0004938085470593374
1034	48.0	48.0	0	0.0	0.0059832674560077286
1035	42.0	23.0	19.0	0.0014892126084772785	0.00018416279903638792
1036	26.0	12.0	14.0	0.0009211709773886017	6.341164153834539e-05
1037	33.0	19.0	14.0	0.0019067421287612112	5.988496471378235e-05
1038	59.0	27.0	32.0	0.01220889261386358	0.0001529772125102688
1039	63.0	31.0	32.0	0.003545043210756608	0.011579141792107707
1040	46.0	23.0	23.0	0.0029878945619368	0.0048745427282626385
1041	31.0	21.0	10.0	0.000722470038647352	0.04679574519417107
1042	46.0	16.0	30.0	0.0064571424607430756	1.7111124334684027e-05
1043	53.0	27.0	26.0	0.017674206205363516	0.00010198471315010649
1044	34.0	5.0	29.0	0.0007172595261783083	8.529037024346231e-07
1045	28.0	10.0	18.0	0.001635176845259117	1.5156285340244414e-05
1046	37.0	14.0	23.0	0.0025136209548049077	1.752082239059815e-05
1047	24.0	9.0	15.0	0.0012792028128173739	2.552917235069408e-05
1048	29.0	17.0	12.0	0.0038655742214001947	0.00022535969531459963
1049	20.0	8.0	12.0	0.0008572108367477332	2.7535561107700127e-06
1050	27.0	19.0	8.0	0.0005910942014062638	3.4606165380073713e-06
1051	44.0	16.0	28.0	0.007340816126217708	0.0005948410428501228
1052	33.0	14.0	19.0	0.0066274061522400285	0.00044132174385972707
1053	48.0	39.0	9.0	0.0006252485541280874	0.0018290399607782657
1054	7.0	7.0	0	0.0	0.00048656463290892594
1055	74.0	33.0	41.0	0.006618368089237528	0.0010284719038055042
1056	19.0	7.0	12.0	0.000703082687234964	3.023474278981553e-06
1057	53.0	30.0	23.0	0.008193901434670903	3.424687542506019e-05
1058	54.0	24.0	30.0	0.002289995640046101	0.0021850683989216597
1059	27.0	17.0	10.0	0.0018627595018988223	0.016699379840865582
1060	43.0	23.0	20.0	0.001930894782436641	0.0006820258932538448
1061	54.0	26.0	28.0	0.005119138251125268	0.0014643609080041077
1062	8.0	5.0	3.0	4.814482460219174e-06	2.5289648954524387e-05
1063	52.0	35.0	17.0	0.006593534678095941	0.0002875248585504107
1064	45.0	26.0	19.0	0.002441220309045993	0.00010400217153596646
1065	48.0	18.0	30.0	0.006767166658435458	0.00023095725731322276
1066	7.0	6.0	1.0	1.886966512634289e-05	1.1913400975678085e-05
1067	56.0	23.0	33.0	0.0029722336889734494	0.0008866600134929569
1068	9.0	9.0	0	0.0	9.649415588399786e-05
1069	75.0	15.0	60.0	0.010463235537118434	0.0003943267687608939
1070	31.0	10.0	21.0	0.0009948170284413737	0.002046114713579683
1071	57.0	35.0	22.0	0.0027220255532021532	0.0006706317721426753
1072	24.0	7.0	17.0	0.00016167342713187616	0.000320519532283348
1073	41.0	21.0	20.0	0.00533196943704412	0.003329964209118398
1074	36.0	14.0	22.0	0.0004628995463929223	0.0022565661169545365
1075	39.0	18.0	21.0	0.0005779501466035795	0.0016981973846931574
1076	16.0	10.0	6.0	0.0002651071470836816	1.5180492761578532e-06
1077	59.0	16.0	43.0	0.004019932371534335	0.007562528575097169
1078	32.0	11.0	21.0	0.001918985409426177	5.461023708041782e-07
1079	23.0	6.0	17.0	0.0018598242206569458	2.7759326022823223e-05
1080	14.0	1.0	13.0	1.1311445350084832e-05	1.0092066562312519e-06
1081	36.0	24.0	12.0	0.0005963875436810745	0.0003523364408622857
1082	22.0	9.0	13.0	0.0006863433011756965	1.479794386201148e-05
1083	19.0	8.0	11.0	0.0009626764753722655	0.0007385507704604457
1084	44.0	19.0	25.0	0.010624390230265832	0.00037648155603530343
1085	24.0	14.0	10.0	0.0013281500511629354	2.6892202739557058e-06
1086	20.0	8.0	12.0	0.002632075342346311	0.0003932952494639118
1087	34.0	0	34.0	0.0	3.7757856497573076e-111
1088	35.0	13.0	22.0	0.0014786026280447847	4.789614487203062e-05
1089	12.0	12.0	0	0.0	1.350540633658273e-05
1090	20.0	10.0	10.0	0.0010873042718747563	8.372813853741584e-07
1091	62.0	40.0	22.0	0.004130713354100837	5.285886385496224e-05
1092	66.0	44.0	22.0	0.0069211017849187175	4.9074100655237066e-05
1093	45.0	28.0	17.0	0.0010219282592415545	8.05672866885629e-06
1094	47.0	21.0	26.0	0.001344731542904959	0.0031393237784080887
1095	63.0	39.0	24.0	0.012059451374119087	0.0016814844729146428
1096	46.0	22.0	24.0	0.0005369157431402168	0.003221379670675573
1097	48.0	32.0	16.0	0.0028052125625067357	0.0019947012708910667
1098	57.0	31.0	26.0	0.012161173031567779	0.0005487435153542469
1099	48.0	28.0	20.0	0.006554048156627846	0.012264036251232706
1100	38.0	20.0	18.0	0.0036461318118326297	0.03757923392456978
1101	49.0	23.0	26.0	0.004443536940385006	0.02276474407921362
1102	20.0	20.0	0	0.0	0.014390736555683912
1103	24.0	3.0	21.0	0.0002343436395354531	9.445318944798878e-06
1104	51.0	16.0	35.0	0.0038653616002469974	0.0034194522371503214
1105	32.0	13.0	19.0	0.0019499275187430908	3.349682014362164e-06
1106	33.0	9.0	24.0	0.0014145984840696019	8.683414031202512e-05
1107	41.0	18.0	23.0	0.0006857401966524543	8.831283291759681e-05
1108	63.0	29.0	34.0	0.006026908918999598	5.309724380221129e-05
1109	46.0	23.0	23.0	0.0013565322017953568	0.0036117399344564463
1110	17.0	13.0	4.0	0.0001018030081507635	5.770783827905193e-06
1111	42.0	22.0	20.0	0.0029188968406981533	0.0005358139996266789
1112	37.0	21.0	16.0	0.009686787890158158	0.002007008680934988
1113	40.0	24.0	16.0	0.003951082683921772	7.481654696385367e-05
1114	27.0	7.0	20.0	0.0005146060526431042	3.032024659520464e-07
1115	72.0	38.0	34.0	0.016481652860293898	0.015238971533986803
1116	41.0	19.0	22.0	0.0017696329159021737	2.0763527047671755e-05
1117	34.0	23.0	11.0	0.00016460094307946106	0.0008810280670316326
1118	42.0	23.0	19.0	0.004256771258968525	0.0008156949500644262
1119	16.0	8.0	8.0	0.0008049064028371694	1.1701067910998233e-05
1120	15.0	12.0	3.0	0.0003563364128419745	1.7437169033567581e-06
1121	4.0	4.0	0	0.0	5.11473406361845e-06
1122	46.0	25.0	21.0	0.004527865447950318	7.919166079123279e-05
1123	20.0	13.0	7.0	0.00010446909252389563	0.00016907499838835272
1124	25.0	15.0	10.0	0.0005570563280988001	0.00030839643520840415
1125	24.0	9.0	15.0	0.0004147443680650097	0.00014443491402558553
1126	8.0	5.0	3.0	0.000308010398039667	2.320532550773519e-06
1127	16.0	4.0	12.0	0.00024743592570953307	9.254229521592684e-08
1128	40.0	19.0	21.0	0.004482591193804246	0.00019187975897451493
1129	24.0	11.0	13.0	0.0016427635377811067	3.746972993248666e-05
1130	29.0	14.0	15.0	0.0006219741883688524	6.583998927045821e-06
1131	19.0	15.0	4.0	0.0005231608185199991	1.1533676083505865e-05
1132	19.0	0	19.0	0.0	3.7757856497573076e-111
1133	14.0	9.0	5.0	0.0007401878517872446	8.606302202246388e-08
1134	9.0	4.0	5.0	0.00031871356200364884	4.034587508952332e-05
1135	72.0	47.0	25.0	0.010459777824132896	0.00037233050157145693
1136	24.0	4.0	20.0	0.007466545300293758	4.1478621926387566e-07
1137	46.0	21.0	25.0	0.017077857857929812	2.847280616136245e-05
1138	63.0	38.0	25.0	0.0060277762284166765	0.11158045463455854
1139	8.0	2.0	6.0	0.0004090886453899673	3.013877847454964e-08
1140	25.0	11.0	14.0	0.0021658001115924556	3.200916454630881e-08
1141	19.0	6.0	13.0	0.0010868564732373273	6.702029657708137e-08
1142	14.0	6.0	8.0	0.00036590066697665723	1.4584221938492133e-08
1143	11.0	8.0	3.0	0.0011343283056676607	1.775057709446764e-06
1144	42.0	21.0	21.0	0.004634959209944463	0.00676993002438659
1145	39.0	11.0	28.0	0.004487601287725408	0.00236466618445034
1146	28.0	9.0	19.0	0.002520578288713435	0.001029687436544961
1147	30.0	18.0	12.0	6.579792695632869e-05	0.06606342935358621
1148	22.0	6.0	16.0	0.001408624384328642	0.00018323307090624546
1149	8.0	8.0	0	0.0	4.219135918216368e-05
1150	5.0	5.0	0	0.0	4.706976619916926e-05
1151	7.0	7.0	0	0.0	4.0278457166362854e-05
1152	26.0	6.0	20.0	0.0024131169694561984	9.25013564133361e-09
1153	38.0	13.0	25.0	0.003345803878277873	5.072001378419044e-08
1154	42.0	24.0	18.0	0.011939293428920713	2.8547801541687124e-06
1155	9.0	3.0	6.0	0.0004081956365465396	1.008520209926554e-09
1156	11.0	3.0	8.0	6.600500147074674e-06	5.027497360680262e-07
1157	18.0	6.0	12.0	1.9283814155178948e-05	3.1935522377596825e-05
1158	12.0	11.0	1.0	0.0018026871852661515	8.453025590438768e-08
1159	13.0	2.0	11.0	0.0022054471158092174	3.071154550853721e-09
1160	35.0	9.0	26.0	0.004113936435785829	9.142801968234517e-05
1161	26.0	6.0	20.0	0.0015426481869228522	0.0001266684512990994
1162	38.0	18.0	20.0	0.007407824144867684	2.6191851533065635e-05
1163	36.0	23.0	13.0	0.0017422395460760986	1.5332446050401515e-05
1164	28.0	13.0	15.0	0.0032154504714517244	0.00010872238260403168
1165	8.0	2.0	6.0	0.001114811532683761	5.405349023752178e-10
1166	17.0	11.0	6.0	0.0016129551614306318	1.1778880337843085e-06
1167	20.0	20.0	0	0.0	9.344153543634029e-05
1168	30.0	17.0	13.0	0.0012506317066905478	7.485212215087798e-05
1169	41.0	14.0	27.0	0.0027360574399854045	2.0597903402462978e-05
1170	35.0	19.0	16.0	0.0014712773670972506	2.590928249355105e-05
1171	26.0	4.0	22.0	7.362793203276044e-05	3.77195707270429e-05
1172	47.0	32.0	15.0	0.0009806013630265765	0.0005429444787621899
1173	31.0	13.0	18.0	0.0030919467937417897	0.00022954026743885806
1174	19.0	10.0	9.0	0.009184195487334568	0.00010710106912239131
1175	55.0	23.0	32.0	0.004445417435819066	0.0014307567247661157
1176	54.0	25.0	29.0	0.0035039851416344557	0.006751834898508626
1177	22.0	14.0	8.0	0.001250587703356233	0.00036504681466092975
1178	16.0	12.0	4.0	0.00035867894328632847	0.0002504245870467461
1179	31.0	14.0	17.0	0.0012452141197070847	0.0002833692656426384
1180	5.0	5.0	0	0.0	9.082525243459072e-06
1181	23.0	4.0	19.0	0.002652986910095183	8.203720048945355e-06
1182	37.0	18.0	19.0	0.00042826892228793736	0.0020765177652426418
1183	62.0	39.0	23.0	0.008656416537367123	3.466089682416256e-05
1184	38.0	12.0	26.0	0.0046884698529015105	7.692588559065438e-05
1185	19.0	13.0	6.0	0.0005622901364507159	1.3009100935075987e-05
1186	27.0	9.0	18.0	0.000862009788619371	9.704201473306321e-06
1187	44.0	21.0	23.0	0.0029271794514989548	0.00026145953607456345
1188	34.0	17.0	17.0	0.002130030577658171	0.0001734448703818234
1189	41.0	21.0	20.0	0.0014565621344164157	0.00028707801269376056
1190	35.0	21.0	14.0	0.00037279624830677754	0.0003311003943899395
1191	4.0	1.0	3.0	1.8248441583088806e-05	9.479629610973663e-06
1192	30.0	11.0	19.0	0.0007084148559812284	0.00020093530714705807
1193	29.0	12.0	17.0	0.003325290559193336	0.000406094045487522
1194	31.0	18.0	13.0	0.004170460012927662	0.00022661812425508183
1195	16.0	7.0	9.0	0.001784242022894365	7.098924256931246e-06
1196	68.0	27.0	41.0	0.007334704654722995	0.0003832843800504936
1197	45.0	4.0	41.0	0.0011183292109974376	3.5399475197518344e-06
1198	41.0	18.0	23.0	0.0007834224219662987	0.0012848548486654118
1199	73.0	34.0	39.0	0.0031183454663468203	0.052831435101756835
1200	33.0	20.0	13.0	0.001768053972729736	0.0003018043714924788
1201	17.0	17.0	0	0.0	6.7000204487248974e-06
1202	41.0	14.0	27.0	0.0006278861657554869	2.2810623317467658e-05
1203	30.0	16.0	14.0	0.0007948348161421623	0.006329743100265511
1204	69.0	34.0	35.0	0.02557288594213966	0.05444091578728323
1205	35.0	21.0	14.0	0.0014947777360522628	0.001397785382805618
1206	19.0	9.0	10.0	0.00044724212467148915	4.184761271045983e-05
1207	22.0	11.0	11.0	0.00040530177020754764	6.171495198093614e-05
1208	11.0	4.0	7.0	0.0003990067049692396	2.9262459353710647e-07
1209	3.0	3.0	0	0.0	2.1230094826155414e-08
1210	38.0	19.0	19.0	0.002422758876533789	6.525470161954784e-05
1211	35.0	14.0	21.0	9.918869240623588e-05	0.00014773722094275755
1212	20.0	12.0	8.0	0.00042612570106371074	1.4613252120826661e-05
1213	42.0	23.0	19.0	0.004792302191293572	0.00018350489676156282
1214	29.0	21.0	8.0	0.0014371048953554116	0.017287316128410123
1215	38.0	18.0	20.0	0.015158885020884865	0.08386022821743319
1216	36.0	16.0	20.0	0.0006470819732420384	0.024432520783680817
1217	60.0	15.0	45.0	0.00564405106794761	0.0014477460348710377
1218	22.0	22.0	0	0.0	0.000405376240059113
1219	11.0	11.0	0	0.0	0.000270023389226503
1220	19.0	5.0	14.0	0.0014872331979849935	0.0002624420968962063
1221	81.0	35.0	46.0	0.0032738443751898524	0.010929406248628825
1222	12.0	11.0	1.0	4.441748334266722e-05	1.1718053838734788e-07
1223	17.0	9.0	8.0	0.0	6.825247732399056e-05
1224	26.0	12.0	14.0	0.002089027235371972	0.000490830969683304
1225	25.0	9.0	16.0	0.0016536789531223681	6.825247732399058e-05
1226	16.0	7.0	9.0	0.0016558920619952106	5.5165233126978975e-05
1227	30.0	18.0	12.0	0.00583148234601758	2.690632731838956e-05
1228	19.0	5.0	14.0	0.0009838757287858114	1.853332715315745e-05
1229	94.0	53.0	41.0	0.01796120149839708	0.0032133805402212805
1230	63.0	34.0	29.0	0.004098470557990233	0.004001301961556808
1231	55.0	28.0	27.0	0.0065958605686239555	0.0017560528927795592
1232	16.0	16.0	0	0.0	0.00022878985056998307
1233	52.0	28.0	24.0	0.003843787024276068	9.378606278662385e-05
1234	20.0	14.0	6.0	0.0006928454409284227	2.9273171499877856e-05
1235	27.0	11.0	16.0	0.0005860338179601731	0.0008373413772781162
1236	21.0	21.0	0	0.0	0.0009621711512111175
1237	26.0	14.0	12.0	0.0006718144355578418	0.003414574100932049
1238	27.0	11.0	16.0	0.001248892280769435	0.0005220353323753996
1239	22.0	6.0	16.0	0.0006116204626479509	0.0008474501325473302
